len,MEA_score,time,pairs1,pairs2,iterations,pred_score,recall,precision,f1,lp_recall,lp_precision,lp_f1,recall_improvement,precision_improvement,f1_improvement,overall_improvement
64.38235294117646,11.55834617647059,0.030920218018924483,20.205882352941178,16.970588235294116,3.5588235294117645,1.6822485294117646,0.6308745934260895,0.7809102650115216,0.689749376345366,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.025031625553447182,0.006575805801811994,0.020129785176024376,0.031607431355259175
64.38235294117646,11.55834617647059,0.05390233853284049,20.205882352941178,20.205882352941178,4.147058823529412,2.958027058823529,0.6402936395591317,0.7825301420259467,0.6954517233881654,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.03445067168648926,0.008195682816237072,0.025832132218823755,0.04264635450272632
64.38235294117646,11.55834617647059,0.08028508635128243,25.029411764705884,16.970588235294116,4.470588235294118,4.048916764705882,0.6498004246281355,0.7694815715291422,0.6965229865974054,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.04395745675549323,-0.004852887680567304,0.02690339542806389,0.03910456907492592
64.38235294117646,11.55834617647059,0.21166924869312959,25.029411764705884,20.205882352941178,6.147058823529412,6.904266764705882,0.6704939805650991,0.7653145714059078,0.7078164797549749,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.06465101269245686,-0.009019887803801748,0.038196888585633026,0.05563112488865512
64.38235294117646,11.55834617647059,0.278027289053973,25.029411764705884,25.029411764705884,6.264705882352941,6.917327352941176,0.6744493558186488,0.7664458532647438,0.7103943659064228,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.06860638794600657,-0.00788860594496571,0.04077477473708105,0.06071778200104085
64.38235294117646,11.55834617647059,0.2315220412086038,32.529411764705884,16.970588235294116,5.0,5.653783676470589,0.6674751977416102,0.7658112480021891,0.7042643933091722,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.061632229868967756,-0.008523211207520517,0.03464480213983081,0.05310901866144725
64.38235294117646,11.55834617647059,0.5644753400017234,32.529411764705884,20.205882352941178,6.588235294117647,7.917544823529412,0.6812399545399733,0.755920339866532,0.7088210793758278,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.07539698666733109,-0.018414119343177524,0.039201488206486244,0.056982867324153565
64.38235294117646,11.55834617647059,1.4789646302952486,32.529411764705884,25.029411764705884,6.911764705882353,7.9550348823529395,0.6916759028189357,0.7594084397880794,0.715769318858636,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.08583293494629335,-0.01492601942163011,0.04614972768929427,0.07090691552466324
64.38235294117646,11.55834617647059,3.238602175432093,32.529411764705884,32.529411764705884,7.088235294117647,7.969145705882354,0.6933034024540254,0.756742785199003,0.7148705048754671,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.08746043458138313,-0.01759167401070651,0.04525091370612553,0.0698687605706766
64.38235294117646,11.55834617647059,0.8664241678574506,42.970588235294116,16.970588235294116,5.323529411764706,5.7519524411764715,0.684302054711607,0.7583892912852398,0.709722063425738,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.07845908683896476,-0.015945167924469837,0.04010247225639645,0.06251391891449488
64.38235294117646,11.55834617647059,1.8634840600630815,42.970588235294116,20.205882352941178,6.9411764705882355,8.020700323529413,0.7028178854086267,0.7478763197508816,0.7163967731115252,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.09697491753598422,-0.02645813945882789,0.04677718194218348,0.07051677807715634
64.38235294117646,11.55834617647059,3.642670512199402,42.970588235294116,25.029411764705884,7.235294117647059,8.047036205882353,0.7089896769638293,0.756859894197927,0.723750965108502,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.10314670909118703,-0.017474565011782586,0.05413137393916044,0.08567214407940446
64.38235294117646,11.55834617647059,11.3986896907582,42.970588235294116,32.529411764705884,7.411764705882353,8.070929382352942,0.7166882692212451,0.7548434839778574,0.7263838596006478,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.11084530134860282,-0.019490975231852177,0.05676426843130603,0.09135432611675062
64.38235294117646,11.55834617647059,16.170878452413223,42.970588235294116,42.970588235294116,7.4411764705882355,8.074167735294118,0.7142689143825355,0.7485907269097067,0.722113725814861,0.6058429678726425,0.7743344592097098,0.6696195911693418,0.10842594650989315,-0.025743732300002722,0.05249413464551935,0.08268221420989043
